question,intent
I have frequent constipation issues. Please help.,general_info
I feel numbness and cold sensation on the left side of the body including face. Why?,general_info
Do my symptoms mean cancer?,symptoms
Can a patient with PCOD and lighter periods get pregnant?,general_info
I had shortness of breath and chest pain after breathing in steam. Am I at risk?,emergency
Should I take B12 supplement for folic acid deficiency?,general_info
How can fear be managed in a patient with depression and anxiety?,general_info
Is it possible to get pain under the breastbone and abdomen due to GERD and hiatal hernia?,symptoms
"I am having persistent cough. My doctor told me that there is no need for taking x-ray,do you think the same?",symptoms
I have twin baby girls. One of them is not gaining weight. Please help.,general_info
My mother had tablets for urinary infection and now she is having diarrhea. Please advice.,medication
My vagina is very tight and I do not get any secretion during intercourse. Is this any health related issue?,general_info
I am getting shooting abdominal pain during and in between periods. Why?,symptoms
"I have ROCD, anxiety, and depression. Can I continue with Paxil for anxiety?",general_info
What are the causes of bad breath even after brushing?,general_info
"What treatment is available to manage deranged SGOT, lead, and uric acid levels?",general_info
The fasting glucose level and cholesterol are not lowering after taking medicines. Please help.,medication
Is it possible to get circumcision done under local anesthesia?,general_info
Is it fine to have immediate denture over implant for a month to promote healing?,general_info
Can Metpure-XL be taken by a sinus bradycardia patient?,general_info
"What can be done for pain in and around left molar, TMJ and ear caused by teeth grinding?",symptoms
I have pain in my abdomen and a bloated feeling. What do I do?,symptoms
What is the normal LH and FSH value on day 2 of periods?,general_info
What medicines can help prevent vomiting?,medication
What causes heavy hair fall post C-section delivery?,general_info
Kindly suggest a medicine for quick relief of stomach pain and vomiting in a child.,medication
There is lack of concentration with negative thoughts. Why?,general_info
Can lack of iron cause anemia symptoms in a beta thalessemia minor patient?,symptoms
Will you clarify the reason for my forehead rashes during headache?,symptoms
Can folic acid supplements be started after completing chemotherapy?,general_info
What can be the reason for spotting and delayed periods?,general_info
Why is there severe toothache with swollen face even after taking antibiotic?,medication
Can jaw pain with popping and locking indicate TMJ problem?,symptoms
I have PCOD. Why have I missed my periods after taking Meprate?,general_info
Can anxiety or social disorder make someone apathetic?,general_info
I have swelling and tooth pain. Can this be due to dislodged filling?,symptoms
Is it advisable to take Kalarchika for PCOD?,general_info
I am having red papules from fingers to arms. What can be the cause?,general_info
I am hearing a separation noise under earlobe while filling mouth with air. Can this be due to wax?,general_info
I have anxiety and panic attack. How long should I use Nexito Forte?,general_info
Please suggest medicine and diet plan for high bilirubin levels.,medication
Can being a vegan cause anemia with high vitamin B12 level?,general_info
My wife's hCG test is positive. Should she continue the same medicines prescribed for conceiving?,medication
Why am I having recurrent generalized itching that relieves on taking Cetirizine?,general_info
My mom has throat pain while swallowing and fever since yesterday. Is it dengue?,symptoms
Is it possible to prepone periods?,general_info
I have increased the dose of Lexapro from 10 to 20 mg. When can I expect the effect?,medication
What are the expected complications in case of cord around fetus neck?,general_info
I feel bloated with frequent burping after meals. Is this due to anxiety?,general_info
What should I do for severe pain with bad breath and taste after wisdom tooth extraction?,symptoms
I feel embarrassed and painful with masturbation. How can I stop it?,symptoms
My 3 month old baby cries every night for about half an hour before she sleeps. Is this normal?,general_info
I missed a pill. I have spotting. Could I be pregnant?,general_info
I am taking tablet Levera. I am getting dizziness. Is it due to the tablet?,medication
I started Deviry after negative pregnancy test. When can I expect my period?,general_info
I have palpitations and high BP. There is problem in my complete lipid profile. Please help.,general_info
I am pregnant by 8 weeks and found some blood clots coming out while urinating. Am I or my child in danger?,general_info
I have lumbar lordosis and disc dehydration. Which is the best the non-surgical treatment?,general_info
Why am I having swollen gum behind last tooth with cold?,general_info
I inhaled enamel paint residual fumes. How will the health be affected?,symptoms
Kindly explain whether MRI brain and CSF studies show any relation to NPH.,general_info
I want to stop wearing retainers. Can this change my corrected bite?,general_info
What does my EKG report taken for fast heart beat during rest show?,general_info
I have severe breast pain with fullness from ovulation to periods. Is it hormonal imbalance?,symptoms
How can I mange acute pain in cervicothoracic spine region?,symptoms
My penile head turned blackish with horizontal wrinkles in it. Do regular maturbation be the cause?,general_info
Taking Losalex twice a day. Is it an excess dose for hypertension?,medication
How can i prevent getting dental cavities?,prevention
Why are my vaginal walls collapsed and cervix shifted to right side?,general_info
